t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,T,wx_cmd,wy_cmd,wz_cmd,solve_ms,t_progress,px_ref,py_ref,pz_ref,qw_ref,qx_ref,qy_ref,qz_ref
0.95,5.84005,1.19813,2.0849,3.32635,0.305601,-1.22874,0.942309,0.259929,-0.171058,-0.12341,-0.413572,-0.0259422,-1.48599,9.32136,-0.483802,0.00823565,-1.48915,0.216054,0.95,5.94461,1.24839,2.06916,0.957354,0.234507,-0.123305,-0.115221
0.96,5.87314,1.20099,2.07248,3.29205,0.26602,-1.25516,0.941897,0.259181,-0.168957,-0.130799,-0.433478,-0.0162549,-1.48689,9.34468,-0.500744,0.0128572,-1.48782,0.214819,0.96,5.97349,1.24924,2.05728,0.956782,0.233723,-0.121491,-0.123213
0.97,5.90589,1.20346,2.0598,3.25772,0.226666,-1.2812,0.941461,0.258333,-0.166791,-0.138189,-0.452544,-0.00800351,-1.48715,9.36929,-0.516789,0.0162628,-1.48595,0.215903,0.97,6.00215,1.24978,2.04507,0.95616,0.232856,-0.119673,-0.131201
0.98,5.9383,1.20553,2.04686,3.22336,0.187546,-1.30683,0.940998,0.257387,-0.164567,-0.145575,-0.470753,-0.00112556,-1.48681,9.39534,-0.531931,0.0185191,-1.48356,0.213861,0.98,6.03059,1.25,2.03255,0.955489,0.231908,-0.117853,-0.139179
0.99,5.97036,1.20721,2.03367,3.18898,0.148665,-1.33204,0.940507,0.256346,-0.162291,-0.152956,-0.488093,0.00444244,-1.48589,9.42298,-0.546166,0.0196925,-1.48068,0.214092,0.99,6.0588,1.24989,2.01972,0.954766,0.230882,-0.116035,-0.147144
1,6.00208,1.2085,2.02022,3.1546,0.110028,-1.3568,0.939984,0.255212,-0.159971,-0.16033,-0.504553,0.00876485,-1.48441,9.45236,-0.559494,0.0198485,-1.47734,0.215323,1,6.08678,1.24947,2.0066,0.953992,0.229781,-0.114223,-0.155091
1.01,6.03345,1.20941,2.00653,3.12021,0.0716401,-1.38109,0.939429,0.253989,-0.157613,-0.167693,-0.520125,0.0119064,-1.48241,9.48358,-0.571914,0.0190519,-1.47356,0.213502,1.01,6.11453,1.24872,1.99318,0.953166,0.228608,-0.11242,-0.163017
1.02,6.06448,1.20993,1.9926,3.08583,0.0335038,-1.40488,0.938839,0.25268,-0.155223,-0.175044,-0.534804,0.0139317,-1.4799,9.51674,-0.583431,0.0173663,-1.46937,0.215134,1.02,6.14206,1.24766,1.97948,0.952288,0.227367,-0.110629,-0.170917
1.03,6.09517,1.21008,1.97844,3.05147,-0.00437759,-1.42816,0.938212,0.251287,-0.152809,-0.182381,-0.548587,0.0149052,-1.47691,9.55193,-0.594048,0.0148536,-1.46479,0.21385,1.03,6.16934,1.24628,1.9655,0.951359,0.226059,-0.108853,-0.178789
1.04,6.12551,1.20985,1.96404,3.01712,-0.0420017,-1.45089,0.937547,0.249815,-0.150374,-0.1897,-0.561472,0.0148905,-1.47348,9.58921,-0.603774,0.0115745,-1.45987,0.463619,1.04,6.1964,1.24457,1.95125,0.950377,0.224689,-0.107094,-0.186627
1.05,6.15551,1.20924,1.94942,2.98279,-0.0793665,-1.47306,0.936842,0.248265,-0.147925,-0.197001,-0.573462,0.0139507,-1.46962,9.62864,-0.612615,0.00758783,-1.45461,0.22155,1.05,6.22322,1.24255,1.93675,0.949343,0.223259,-0.105356,-0.194431
1.06,6.18516,1.20826,1.93458,2.94849,-0.11647,-1.49463,0.936096,0.246642,-0.145468,-0.204281,-0.584559,0.0121472,-1.46537,9.67025,-0.620583,0.00295062,-1.44905,0.216064,1.06,6.24979,1.24022,1.92199,0.948258,0.221773,-0.10364,-0.202195
1.07,6.21448,1.20691,1.91953,2.91422,-0.153311,-1.5156,0.935308,0.244948,-0.143006,-0.211537,-0.59477,0.00954056,-1.46074,9.71408,-0.627689,-0.00228201,-1.44321,0.213818,1.07,6.27613,1.23756,1.90699,0.947121,0.220233,-0.101949,-0.209918
1.08,6.24345,1.20519,1.90427,2.87998,-0.189888,-1.53592,0.934477,0.243187,-0.140545,-0.218769,-0.6041,0.00618962,-1.45577,9.76014,-0.633945,-0.00805688,-1.43712,0.221221,1.08,6.30223,1.23459,1.89175,0.945933,0.218643,-0.100285,-0.217597
1.09,6.27208,1.20311,1.88882,2.84577,-0.2262,-1.55559,0.933602,0.241361,-0.138089,-0.225973,-0.612559,0.00215164,-1.45048,9.80844,-0.639366,-0.0143229,-1.4308,0.214488,1.09,6.32809,1.2313,1.87629,0.944695,0.217006,-0.0986491,-0.225229
1.1,6.30036,1.20067,1.87316,2.8116,-0.262245,-1.57458,0.932681,0.239475,-0.135643,-0.23315,-0.620157,-0.00251783,-1.44491,9.85896,-0.643968,-0.0210308,-1.42428,0.214278,1.1,6.35369,1.22769,1.86062,0.943407,0.215324,-0.0970435,-0.232813
1.11,6.32831,1.19787,1.85733,2.77746,-0.298022,-1.59286,0.931715,0.23753,-0.13321,-0.240295,-0.626906,-0.00776508,-1.43906,9.91169,-0.647765,-0.0281337,-1.41757,0.219065,1.11,6.37906,1.22377,1.84473,0.942069,0.213602,-0.0954694,-0.240346
1.12,6.35591,1.19471,1.84131,2.74337,-0.333529,-1.61041,0.930702,0.235531,-0.130794,-0.247409,-0.632818,-0.0135383,-1.43297,9.96661,-0.650776,-0.0355866,-1.41071,0.214809,1.12,6.40417,1.21954,1.82865,0.940682,0.211841,-0.0939283,-0.247827
1.13,6.38318,1.1912,1.82512,2.70931,-0.368767,-1.62722,0.929643,0.233481,-0.128398,-0.25449,-0.637908,-0.0197876,-1.42666,10.0237,-0.653019,-0.0433465,-1.40371,0.214928,1.13,6.42904,1.215,1.81238,0.939247,0.210044,-0.0924214,-0.255253
1.14,6.4101,1.18734,1.80877,2.6753,-0.403732,-1.64326,0.928536,0.231382,-0.126027,-0.261536,-0.642191,-0.026465,-1.42015,10.0829,-0.654512,-0.0513725,-1.39659,0.213799,1.14,6.45365,1.21014,1.79592,0.937765,0.208215,-0.0909495,-0.262624
1.15,6.43668,1.18312,1.79226,2.64132,-0.438423,-1.65852,0.927381,0.229238,-0.123682,-0.268545,-0.645683,-0.0335247,-1.41347,10.1441,-0.655275,-0.0596256,-1.38938,0.214188,1.15,6.47801,1.20498,1.7793,0.936236,0.206356,-0.0895138,-0.269938
1.16,6.46293,1.17857,1.7756,2.60739,-0.472839,-1.67297,0.926179,0.227052,-0.121367,-0.275518,-0.648402,-0.0409227,-1.40664,10.2074,-0.655328,-0.068069,-1.38209,0.216213,1.16,6.50211,1.19951,1.76252,0.934661,0.20447,-0.0881148,-0.277194
1.17,6.48883,1.17367,1.7588,2.5735,-0.506977,-1.68659,0.924928,0.224828,-0.119084,-0.282452,-0.650365,-0.0486169,-1.39968,10.2726,-0.654691,-0.0766676,-1.37474,0.222474,1.17,6.52596,1.19373,1.74558,0.933041,0.20256,-0.0867533,-0.284391
1.18,6.51439,1.16843,1.74187,2.53965,-0.540836,-1.69937,0.92363,0.222567,-0.116836,-0.289346,-0.651591,-0.0565675,-1.39261,10.3397,-0.653387,-0.0853883,-1.36735,0.213269,1.18,6.54955,1.18764,1.7285,0.931376,0.200627,-0.0854298,-0.291529
1.19,6.53962,1.16285,1.72482,2.50585,-0.574412,-1.71129,0.922283,0.220273,-0.114626,-0.2962,-0.6521,-0.0647364,-1.38545,10.4086,-0.651435,-0.0941996,-1.35994,0.21382,1.19,6.57289,1.18125,1.71129,0.929668,0.198675,-0.0841446,-0.298607
1.2,6.56451,1.15694,1.70765,2.47209,-0.607703,-1.72233,0.920889,0.217949,-0.112454,-0.303012,-0.651912,-0.0730873,-1.37822,10.4793,-0.648859,-0.103072,-1.35251,0.213138,1.2,6.59596,1.17456,1.69396,0.927916,0.196706,-0.0828981,-0.305624
1.21,6.58906,1.1507,1.69038,2.43837,-0.640707,-1.73249,0.919446,0.215599,-0.110323,-0.309782,-0.651047,-0.0815861,-1.37093,10.5516,-0.645681,-0.111978,-1.34509,0.216143,1.21,6.61877,1.16756,1.67652,0.926123,0.194722,-0.0816905,-0.31258
1.22,6.61328,1.14413,1.67301,2.4047,-0.67342,-1.74173,0.917956,0.213224,-0.108235,-0.31651,-0.649526,-0.0902003,-1.36361,10.6256,-0.641923,-0.120891,-1.3377,0.474384,1.22,6.64131,1.16027,1.65898,0.924288,0.192725,-0.080522,-0.319476
1.23,6.63716,1.13723,1.65555,2.37107,-0.705839,-1.75006,0.916418,0.210828,-0.106191,-0.323193,-0.647371,-0.0988993,-1.35627,10.701,-0.637608,-0.129788,-1.33033,0.217312,1.23,6.66359,1.15268,1.64134,0.922413,0.190718,-0.0793925,-0.32631
1.24,6.6607,1.13001,1.63801,2.33749,-0.73796,-1.75746,0.914832,0.208413,-0.104193,-0.329833,-0.644604,-0.107654,-1.34891,10.7779,-0.63276,-0.138644,-1.32301,0.214373,1.24,6.68561,1.1448,1.62363,0.920498,0.188702,-0.0783022,-0.333083
1.25,6.68391,1.12247,1.6204,2.30395,-0.769781,-1.76392,0.9132,0.205982,-0.102242,-0.336428,-0.641247,-0.116438,-1.34157,10.8561,-0.6274,-0.147439,-1.31575,0.222242,1.25,6.70735,1.13662,1.60584,0.918543,0.186679,-0.0772508,-0.339796
1.26,6.70678,1.11462,1.60274,2.27046,-0.801297,-1.76942,0.911521,0.203538,-0.100339,-0.342978,-0.637322,-0.125225,-1.33425,10.9356,-0.621553,-0.156152,-1.30855,0.215508,1.26,6.72883,1.12815,1.58799,0.916551,0.184652,-0.0762382,-0.346448
1.27,6.72932,1.10645,1.58502,2.23701,-0.832504,-1.77395,0.909796,0.201083,-0.0984855,-0.349483,-0.632853,-0.133991,-1.32697,11.0162,-0.615242,-0.164766,-1.30142,0.214837,1.27,6.75004,1.1194,1.57009,0.91452,0.182622,-0.0752642,-0.353039
1.28,6.75152,1.09797,1.56726,2.20361,-0.863398,-1.77751,0.908024,0.19862,-0.0966818,-0.355942,-0.627861,-0.142714,-1.31973,11.0979,-0.60849,-0.173264,-1.29438,0.213791,1.28,6.77097,1.11035,1.55215,0.912453,0.180591,-0.0743287,-0.359571
1.29,6.77339,1.08918,1.54947,2.17026,-0.893974,-1.7801,0.906207,0.196152,-0.0949288,-0.362355,-0.622371,-0.151373,-1.31254,11.1805,-0.601321,-0.18163,-1.28744,0.214624,1.29,6.79163,1.10103,1.53418,0.91035,0.178561,-0.0734311,-0.366043
1.3,6.79492,1.08009,1.53166,2.13695,-0.924229,-1.78169,0.904346,0.193679,-0.0932272,-0.368722,-0.616405,-0.159949,-1.30543,11.2641,-0.593757,-0.189849,-1.28059,0.216027,1.3,6.81202,1.09142,1.51619,0.90821,0.176532,-0.0725714,-0.372457
1.31,6.81613,1.0707,1.51384,2.10368,-0.954158,-1.78229,0.902439,0.191206,-0.0915776,-0.375044,-0.609986,-0.168423,-1.29839,11.3484,-0.585822,-0.197909,-1.27385,0.213009,1.31,6.83213,1.08153,1.49819,0.906036,0.174507,-0.071749,-0.378812
1.32,6.837,1.06101,1.49602,2.07047,-0.983755,-1.78189,0.900488,0.188734,-0.0899802,-0.381319,-0.603137,-0.176781,-1.29143,11.4335,-0.577539,-0.205798,-1.26722,0.213224,1.32,6.85197,1.07136,1.4802,0.903827,0.172487,-0.0709635,-0.38511
1.33,6.85754,1.05102,1.47821,2.03729,-1.01302,-1.78049,0.898494,0.186265,-0.0884355,-0.387548,-0.595882,-0.185005,-1.28457,11.5192,-0.568931,-0.213505,-1.26071,0.213479,1.33,6.87152,1.06092,1.46221,0.901584,0.170473,-0.0702146,-0.391351
1.34,6.87774,1.04075,1.46042,2.00417,-1.04194,-1.77809,0.896457,0.183801,-0.0869437,-0.393731,-0.588243,-0.193083,-1.27781,11.6054,-0.560019,-0.22102,-1.25432,0.215615,1.34,6.89079,1.05021,1.44425,0.899308,0.168466,-0.0695018,-0.397536
1.35,6.89762,1.03018,1.44265,1.97109,-1.07051,-1.77467,0.894376,0.181344,-0.085505,-0.399867,-0.580243,-0.201001,-1.27115,11.692,-0.550827,-0.228337,-1.24805,0.26188,1.35,6.90979,1.03923,1.42631,0.896998,0.166468,-0.0688246,-0.403665
1.36,6.91716,1.01934,1.42493,1.93805,-1.09874,-1.77024,0.892254,0.178896,-0.0841193,-0.405959,-0.571906,-0.208749,-1.2646,11.779,-0.541376,-0.235446,-1.24192,0.214834,1.36,6.9285,1.02798,1.40842,0.894657,0.16448,-0.0681825,-0.40974
1.37,6.93638,1.00821,1.40725,1.90506,-1.12661,-1.76481,0.89009,0.176459,-0.0827867,-0.412004,-0.563252,-0.216316,-1.25817,11.8663,-0.531688,-0.242343,-1.23592,0.213724,1.37,6.94693,1.01647,1.39059,0.892283,0.162502,-0.0675751,-0.415761
1.38,6.95527,0.996806,1.38964,1.87212,-1.15411,-1.75836,0.887886,0.174035,-0.081507,-0.418004,-0.554306,-0.223693,-1.25187,11.9537,-0.521784,-0.249021,-1.23005,0.215149,1.38,6.96507,1.0047,1.37281,0.889878,0.160536,-0.0670018,-0.42173
1.39,6.97382,0.985128,1.37209,1.83922,-1.18126,-1.75091,0.88564,0.171625,-0.0802802,-0.423959,-0.545088,-0.230872,-1.24568,12.0412,-0.511685,-0.255476,-1.22432,0.641017,1.39,6.98293,0.992676,1.35511,0.887442,0.158582,-0.0664622,-0.427646
1.4,6.99205,0.973182,1.35462,1.80637,-1.20803,-1.74245,0.883355,0.169231,-0.0791059,-0.429869,-0.53562,-0.237846,-1.23963,12.1288,-0.501411,-0.261706,-1.21873,0.217518,1.4,7.0005,0.980395,1.33749,0.884975,0.156642,-0.0659557,-0.433511
1.41,7.00995,0.960969,1.33725,1.77356,-1.23442,-1.73299,0.88103,0.166854,-0.0779838,-0.435734,-0.525924,-0.244609,-1.2337,12.2162,-0.490982,-0.267708,-1.21327,0.221623,1.41,7.01779,0.967863,1.31997,0.882478,0.154716,-0.0654819,-0.439325
1.42,7.02752,0.948494,1.31997,1.74079,-1.26044,-1.72252,0.878666,0.164496,-0.0769137,-0.441555,-0.51602,-0.251156,-1.22791,12.3035,-0.480417,-0.273479,-1.20796,0.214525,1.42,7.03478,0.955083,1.30255,0.879952,0.152805,-0.0650401,-0.445091
1.43,7.04476,0.935761,1.3028,1.70807,-1.28607,-1.71107,0.876264,0.162158,-0.0758951,-0.447333,-0.505929,-0.257483,-1.22226,12.3906,-0.469735,-0.279019,-1.20278,0.21657,1.43,7.05148,0.942058,1.28524,0.877395,0.150909,-0.0646299,-0.450807
1.44,7.06168,0.922774,1.28575,1.67539,-1.3113,-1.69862,0.873824,0.159841,-0.0749276,-0.453066,-0.49567,-0.263587,-1.21674,12.4773,-0.458954,-0.284328,-1.19775,0.214488,1.44,7.0679,0.928793,1.26806,0.874809,0.14903,-0.0642508,-0.456476
1.45,7.07827,0.909536,1.26883,1.64276,-1.33614,-1.68519,0.871346,0.157546,-0.0740106,-0.458756,-0.485263,-0.269466,-1.21136,12.5636,-0.448091,-0.289406,-1.19286,0.214565,1.45,7.08402,0.915289,1.25101,0.872195,0.147167,-0.0639023,-0.462098
1.46,7.09454,0.896052,1.25205,1.61016,-1.36058,-1.67079,0.868832,0.155275,-0.0731436,-0.464404,-0.474727,-0.275118,-1.20611,12.6495,-0.437164,-0.294255,-1.18811,0.214501,1.46,7.09984,0.901552,1.23411,0.869551,0.145322,-0.0635839,-0.467674
1.47,7.11048,0.882326,1.23542,1.5776,-1.38462,-1.65542,0.866281,0.153028,-0.0723261,-0.470009,-0.46408,-0.280542,-1.20101,12.7348,-0.426188,-0.298877,-1.18349,0.213715,1.47,7.11537,0.887583,1.21735,0.86688,0.143494,-0.0632951,-0.473205
1.48,7.12609,0.868361,1.21895,1.54509,-1.40824,-1.63909,0.863695,0.150807,-0.0715574,-0.475572,-0.45334,-0.285739,-1.19605,12.8196,-0.415179,-0.303273,-1.17902,0.215333,1.48,7.13061,0.873387,1.20076,0.86418,0.141685,-0.0630354,-0.478691
1.49,7.14138,0.854162,1.20264,1.51261,-1.43145,-1.6218,0.861073,0.148612,-0.0708368,-0.481093,-0.442524,-0.290709,-1.19122,12.9036,-0.404152,-0.307447,-1.17468,0.213595,1.49,7.14555,0.858968,1.18435,0.861452,0.139894,-0.0628044,-0.484133
1.5,7.15634,0.839733,1.18652,1.48017,-1.45424,-1.60358,0.858416,0.146444,-0.0701638,-0.486574,-0.431648,-0.295453,-1.18653,12.9869,-0.393121,-0.311403,-1.17048,0.216678,1.5,7.1602,0.844329,1.16811,0.858697,0.138122,-0.0626015,-0.489533
1.51,7.17098,0.825078,1.17058,1.44777,-1.47661,-1.58443,0.855724,0.144304,-0.0695376,-0.492013,-0.420728,-0.299974,-1.18198,13.0693,-0.382099,-0.315144,-1.16641,0.213847,1.51,7.17454,0.829474,1.15207,0.855914,0.13637,-0.0624264,-0.494891
1.52,7.1853,0.810202,1.15483,1.4154,-1.49855,-1.56437,0.852999,0.142192,-0.0689574,-0.497413,-0.409779,-0.304273,-1.17757,13.1509,-0.371099,-0.318674,-1.16247,0.213007,1.52,7.18859,0.814406,1.13622,0.853104,0.134637,-0.0622786,-0.500207
1.53,7.19929,0.795108,1.13929,1.38306,-1.52006,-1.54339,0.85024,0.140109,-0.0684226,-0.502772,-0.398816,-0.308355,-1.17329,13.2316,-0.360133,-0.321999,-1.15867,0.23107,1.53,7.20233,0.79913,1.12059,0.850267,0.132923,-0.0621577,-0.505483
1.54,7.21296,0.779802,1.12397,1.35076,-1.54113,-1.52152,0.847448,0.138056,-0.0679324,-0.508092,-0.387852,-0.312222,-1.16915,13.3112,-0.349212,-0.325124,-1.15499,0.217124,1.54,7.21578,0.783649,1.10517,0.847403,0.13123,-0.0620632,-0.51072
1.55,7.2263,0.764287,1.10887,1.31849,-1.56176,-1.49877,0.844623,0.136032,-0.067486,-0.513374,-0.3769,-0.315879,-1.16513,13.3897,-0.338346,-0.328053,-1.15145,0.46616,1.55,7.22892,0.767968,1.08998,0.844513,0.129558,-0.0619947,-0.515917
1.56,7.23933,0.748568,1.094,1.28625,-1.58194,-1.47516,0.841766,0.134039,-0.0670827,-0.518617,-0.365972,-0.31933,-1.16125,13.4671,-0.327545,-0.330793,-1.14802,0.216371,1.56,7.24176,0.75209,1.07503,0.841595,0.127905,-0.0619519,-0.521075
1.57,7.25203,0.732649,1.07937,1.25404,-1.60168,-1.45069,0.838877,0.132077,-0.0667216,-0.523822,-0.355081,-0.322579,-1.1575,13.5434,-0.316818,-0.33335,-1.14472,0.216773,1.57,7.2543,0.736019,1.06032,0.838652,0.126274,-0.0619344,-0.526196
1.58,7.26441,0.716536,1.06499,1.22186,-1.62096,-1.42538,0.835957,0.130145,-0.066402,-0.528989,-0.344236,-0.325632,-1.15388,13.6183,-0.306173,-0.33573,-1.14155,0.239489,1.58,7.26653,0.719761,1.04587,0.835682,0.124663,-0.0619418,-0.531279
1.59,7.27646,0.700232,1.05086,1.18971,-1.63979,-1.39925,0.833005,0.128245,-0.066123,-0.534119,-0.333447,-0.328494,-1.15039,13.692,-0.295618,-0.337938,-1.13849,0.214001,1.59,7.27846,0.703317,1.03167,0.832686,0.123073,-0.0619738,-0.536327
1.6,7.2882,0.683741,1.03701,1.15758,-1.65816,-1.37231,0.830023,0.126376,-0.065884,-0.539213,-0.322725,-0.331171,-1.14701,13.7644,-0.285159,-0.339982,-1.13555,0.213472,1.6,7.29008,0.686694,1.01775,0.829664,0.121504,-0.06203,-0.541338
1.61,7.29962,0.66707,1.02342,1.12547,-1.67607,-1.34459,0.82701,0.124538,-0.065684,-0.54427,-0.312078,-0.333668,-1.14376,13.8353,-0.274802,-0.341869,-1.13272,0.213734,1.61,7.30139,0.669895,1.00411,0.826616,0.119956,-0.06211,-0.546314
1.62,7.31071,0.650221,1.01012,1.09338,-1.69351,-1.31608,0.823967,0.122732,-0.0655223,-0.549292,-0.301512,-0.335993,-1.14063,13.9048,-0.264553,-0.343603,-1.13,0.216049,1.62,7.3124,0.652925,0.990746,0.823543,0.118429,-0.0622137,-0.551255
1.63,7.32148,0.633201,0.997104,1.06132,-1.71049,-1.28682,0.820895,0.120958,-0.0653982,-0.554278,-0.291037,-0.33815,-1.13762,13.9728,-0.254416,-0.345194,-1.1274,0.213691,1.63,7.3231,0.635787,0.977679,0.820443,0.116923,-0.0623406,-0.556161
1.64,7.33194,0.616013,0.984385,1.02927,-1.72699,-1.25682,0.817793,0.119215,-0.0653108,-0.559229,-0.280657,-0.340146,-1.13472,14.0392,-0.244396,-0.346646,-1.1249,0.213785,1.64,7.33349,0.618487,0.964914,0.817318,0.115438,-0.0624905,-0.561034
1.65,7.34207,0.598662,0.971971,0.997247,-1.74302,-1.2261,0.814662,0.117504,-0.0652594,-0.564146,-0.27038,-0.341988,-1.13194,14.104,-0.234495,-0.347967,-1.12252,0.213404,1.65,7.34358,0.601028,0.952456,0.814168,0.113975,-0.0626631,-0.565874
1.66,7.35188,0.581154,0.959867,0.965237,-1.75857,-1.19468,0.811502,0.115824,-0.0652431,-0.569028,-0.260209,-0.343683,-1.12927,14.1672,-0.224717,-0.349164,-1.12023,0.214186,1.66,7.35335,0.583416,0.940314,0.810992,0.112533,-0.0628581,-0.570681
1.67,7.36137,0.563493,0.94808,0.933243,-1.77364,-1.16257,0.808313,0.114175,-0.0652614,-0.573877,-0.250149,-0.345236,-1.12671,14.2287,-0.215064,-0.350242,-1.11805,0.217177,1.67,7.36281,0.565654,0.928494,0.807791,0.111112,-0.0630754,-0.575456
1.68,7.37055,0.545683,0.936618,0.901264,-1.78823,-1.1298,0.805096,0.112558,-0.0653134,-0.578693,-0.240205,-0.346655,-1.12425,14.2885,-0.205537,-0.35121,-1.11597,0.213997,1.68,7.37196,0.547747,0.917004,0.804565,0.109712,-0.0633146,-0.580199
1.69,7.3794,0.527729,0.925487,0.869298,-1.80233,-1.09638,0.801851,0.110971,-0.0653984,-0.583475,-0.230379,-0.347946,-1.12191,14.3466,-0.196137,-0.352072,-1.11399,0.213623,1.69,7.3808,0.5297,0.905849,0.801313,0.108333,-0.0635755,-0.58491
1.7,7.38793,0.509638,0.914694,0.837344,-1.81595,-1.06233,0.798578,0.109416,-0.0655158,-0.588225,-0.220673,-0.349116,-1.11966,14.4028,-0.186866,-0.352836,-1.1121,0.214619,1.7,7.38932,0.511518,0.895037,0.798036,0.106975,-0.0638579,-0.589591
1.71,7.39614,0.491412,0.904244,0.805401,-1.82908,-1.02768,0.795278,0.107891,-0.0656648,-0.592943,-0.211091,-0.35017,-1.11752,14.4572,-0.177722,-0.353508,-1.11031,0.215647,1.71,7.39754,0.493204,0.884573,0.794734,0.105638,-0.0641616,-0.59424
1.72,7.40404,0.473058,0.894143,0.773468,-1.84172,-0.992446,0.79195,0.106396,-0.0658448,-0.597628,-0.201633,-0.351116,-1.11547,14.5097,-0.168706,-0.354093,-1.10861,0.214871,1.72,7.40544,0.474765,0.874463,0.791407,0.104323,-0.0644865,-0.59886
1.73,7.41161,0.454579,0.884397,0.741544,-1.85386,-0.956645,0.788595,0.104932,-0.0660551,-0.602283,-0.1923,-0.35196,-1.11353,14.5603,-0.159817,-0.354598,-1.107,0.469091,1.73,7.41302,0.456203,0.864714,0.788055,0.103028,-0.0648322,-0.603449
1.74,7.41887,0.435982,0.875013,0.709629,-1.86551,-0.920302,0.785213,0.103497,-0.0662951,-0.606906,-0.183093,-0.352708,-1.11168,14.609,-0.151053,-0.355029,-1.10548,0.215974,1.74,7.42029,0.437525,0.85533,0.784678,0.101754,-0.0651987,-0.608009
1.75,7.42581,0.417271,0.865994,0.677721,-1.87666,-0.883437,0.781804,0.102092,-0.0665643,-0.611498,-0.174012,-0.353366,-1.10992,14.6557,-0.142413,-0.35539,-1.10406,0.217448,1.75,7.42725,0.418735,0.846318,0.781277,0.100501,-0.0655858,-0.61254
1.76,7.43242,0.39845,0.857346,0.645819,-1.88731,-0.846071,0.778368,0.100717,-0.066862,-0.616059,-0.165056,-0.353939,-1.10826,14.7004,-0.133894,-0.355688,-1.10271,0.215778,1.76,7.43389,0.399838,0.837683,0.77785,0.0992686,-0.0659934,-0.617041
1.77,7.43872,0.379526,0.849075,0.613924,-1.89746,-0.808227,0.774906,0.0993698,-0.0671876,-0.62059,-0.156223,-0.354435,-1.10669,14.7431,-0.125495,-0.355928,-1.10146,0.214466,1.77,7.44021,0.380838,0.829428,0.774398,0.0980569,-0.0664213,-0.621514
1.78,7.4447,0.360503,0.841184,0.582033,-1.90711,-0.769927,0.771417,0.0980517,-0.0675407,-0.625092,-0.147514,-0.354858,-1.10521,14.7837,-0.117212,-0.356114,-1.10029,0.213942,1.78,7.44622,0.361741,0.821561,0.770922,0.0968659,-0.0668693,-0.625959
1.79,7.45036,0.341386,0.833678,0.550148,-1.91626,-0.731194,0.767902,0.0967618,-0.0679206,-0.629563,-0.138925,-0.355214,-1.10381,14.8222,-0.109043,-0.356251,-1.0992,0.215577,1.79,7.45192,0.342552,0.814083,0.767421,0.0956953,-0.0673375,-0.630375
1.8,7.45571,0.322179,0.826562,0.518267,-1.9249,-0.692049,0.764361,0.0954999,-0.068327,-0.634006,-0.130455,-0.355508,-1.1025,14.8586,-0.100984,-0.356345,-1.09819,0.214064,1.8,7.45729,0.323274,0.807001,0.763895,0.0945452,-0.0678255,-0.634764
1.81,7.46073,0.302889,0.819839,0.48639,-1.93303,-0.652516,0.760794,0.0942656,-0.0687593,-0.638419,-0.122102,-0.355745,-1.10128,14.8929,-0.0930317,-0.356399,-1.09726,0.215453,1.81,7.46235,0.303914,0.800318,0.760344,0.0934154,-0.0683335,-0.639125
1.82,7.46543,0.28352,0.813513,0.454516,-1.94066,-0.612618,0.757201,0.0930586,-0.0692172,-0.642803,-0.113863,-0.35593,-1.10014,14.925,-0.0851824,-0.356417,-1.09642,0.213694,1.82,7.46709,0.284476,0.794039,0.756769,0.092306,-0.0688611,-0.643458
1.83,7.46982,0.264078,0.807588,0.422646,-1.94778,-0.572377,0.753582,0.0918785,-0.0697001,-0.647159,-0.105734,-0.356068,-1.09909,14.9549,-0.0774321,-0.356403,-1.09565,0.214733,1.83,7.47151,0.264965,0.788165,0.753169,0.0912167,-0.0694085,-0.647765
1.84,7.47389,0.244566,0.802067,0.390779,-1.9544,-0.531818,0.749937,0.090725,-0.0702076,-0.651486,-0.0977119,-0.356163,-1.09811,14.9827,-0.0697766,-0.356361,-1.09496,0.215608,1.84,7.47562,0.245387,0.782702,0.749544,0.0901476,-0.0699755,-0.652044
1.85,7.47763,0.224991,0.796953,0.358916,-1.9605,-0.490963,0.746266,0.0895978,-0.0707395,-0.655786,-0.089794,-0.356219,-1.09722,15.0082,-0.0622117,-0.356294,-1.09435,0.213957,1.85,7.4794,0.225745,0.777652,0.745894,0.0890986,-0.070562,-0.656296
1.86,7.48106,0.205358,0.792249,0.327056,-1.96609,-0.449836,0.74257,0.0884966,-0.0712953,-0.660057,-0.0819762,-0.35624,-1.09641,15.0315,-0.0547329,-0.356205,-1.09382,0.21589,1.86,7.48287,0.206046,0.773018,0.742219,0.0880695,-0.0711681,-0.660522
1.87,7.48418,0.185671,0.787958,0.295199,-1.97117,-0.408461,0.738848,0.0874209,-0.0718748,-0.664301,-0.0742545,-0.35623,-1.09567,15.0525,-0.0473358,-0.356098,-1.09336,0.22254,1.87,7.48602,0.186294,0.768802,0.73852,0.0870604,-0.0717935,-0.664721
1.88,7.48697,0.165936,0.784081,0.263346,-1.97575,-0.366863,0.7351,0.0863704,-0.0724775,-0.668517,-0.0666247,-0.356193,-1.09502,15.0713,-0.0400156,-0.355975,-1.09298,0.214848,1.88,7.48885,0.166495,0.765008,0.734796,0.0860711,-0.0724384,-0.668894
